Date,Open,High,Low,Close,Adj Close,Volume
2016-08-12,111.970001,112.169998,111.760002,112.040001,101.568817,1542900
2016-08-15,112.290001,112.639999,112.070000,112.449997,101.940491,1442800
2016-08-16,112.230003,112.239998,111.809998,111.809998,101.360321,1228600
2016-08-17,111.839996,112.029999,111.269997,111.949997,101.487228,2791500
2016-08-18,111.919998,112.300003,111.709999,112.300003,101.804520,972100
2016-08-19,112.000000,112.230003,111.730003,112.139999,101.659470,1000600
2016-08-22,112.040001,112.250000,111.769997,112.169998,101.686661,1102000
2016-08-23,112.480003,112.779999,112.440002,112.470001,101.958641,3252300
2016-08-24,112.430000,112.459999,111.589996,111.839996,101.387497,2267800
2016-08-25,111.699997,112.070000,111.550003,111.769997,101.324059,1205200
2016-08-26,111.870003,112.550003,111.050003,111.540001,101.115547,1851100
2016-08-29,111.720001,112.330002,111.699997,112.150002,101.668533,1071200
2016-08-30,112.160004,112.300003,111.660004,111.970001,101.505356,1534600
2016-08-31,111.879997,111.900002,111.199997,111.650002,101.215263,1393700
2016-09-01,111.769997,111.889999,110.970001,111.709999,101.269646,1670900
2016-09-02,112.190002,112.510002,111.919998,112.279999,101.786400,1563200
2016-09-06,112.459999,112.620003,112.019997,112.599998,102.076485,4111700
2016-09-07,112.540001,112.750000,112.290001,112.750000,102.212471,1590000
2016-09-08,112.570000,112.669998,112.260002,112.459999,101.949554,1152400
2016-09-09,111.720001,111.730003,109.650002,109.660004,99.411270,3337400
2016-09-12,109.190002,111.400002,109.050003,111.190002,100.798264,3043500
2016-09-13,109.949997,110.010002,108.570000,108.919998,99.221397,5122100
2016-09-14,109.050003,109.709999,108.610001,108.930000,99.230507,2041600
2016-09-15,108.860001,110.250000,108.739998,110.050003,100.250763,2960400
2016-09-16,109.750000,109.769997,109.220001,109.610001,99.849960,2779400
2016-09-19,110.190002,110.500000,109.519997,109.769997,99.995705,3430200
2016-09-20,110.290001,110.330002,109.690002,109.720001,99.950157,1603400
2016-09-21,110.110001,111.080002,109.709999,110.980003,101.097969,1971800
2016-09-22,111.629997,111.919998,111.529999,111.790001,101.835846,1525300
2016-09-23,111.589996,111.680000,111.110001,111.150002,101.252823,1531900
2016-09-26,110.639999,110.870003,110.209999,110.269997,100.451187,2136700
2016-09-27,110.230003,110.949997,109.989998,110.900002,101.025085,1292400
2016-09-28,111.059998,111.599998,110.459999,111.550003,101.617226,1439800
2016-09-29,111.480003,111.620003,110.169998,110.459999,100.624268,2037100
2016-09-30,110.970001,111.709999,110.750000,111.330002,101.416786,1722500
2016-10-03,111.089996,111.230003,110.629997,110.989998,101.107094,2207600
2016-10-04,111.120003,111.220001,110.099998,110.489998,100.651611,2701100
2016-10-05,110.779999,111.220001,110.589996,110.919998,101.043304,2119000
2016-10-06,110.750000,111.089996,110.389999,110.959999,101.079750,1067600
2016-10-07,111.150002,111.230003,110.059998,110.540001,100.697159,1770400
2016-10-10,110.540001,111.440002,110.540001,111.139999,101.243736,1135000
2016-10-11,110.940002,110.949997,109.239998,109.660004,99.895500,1996900
2016-10-12,109.779999,110.129997,109.459999,109.790001,100.013924,1849100
2016-10-13,109.010002,109.720001,108.480003,109.400002,99.658646,1986200
2016-10-14,110.000000,110.320000,109.360001,109.370003,99.631332,2673900
2016-10-17,109.379997,109.540001,108.940002,109.059998,99.348915,2507700
2016-10-18,109.919998,110.029999,109.500000,109.699997,99.931923,1635200
2016-10-19,109.940002,110.250000,109.620003,110.050003,100.250763,1408200
2016-10-20,109.900002,110.169998,109.419998,109.839996,100.059479,2017000
2016-10-21,109.410004,109.900002,109.199997,109.800003,100.023033,1234400
2016-10-24,110.389999,110.599998,110.129997,110.349998,100.524048,2004700
2016-10-25,110.250000,110.330002,109.790001,109.879997,100.095917,2079100
2016-10-26,109.470001,109.970001,109.260002,109.550003,99.795303,1827200
2016-10-27,110.000000,110.000000,109.080002,109.180000,99.458244,1597800
2016-10-28,109.110001,109.559998,108.470001,108.820000,99.130310,2868100
2016-10-31,109.050003,109.209999,108.809998,108.889999,99.194069,1913600
2016-11-01,109.099998,109.190002,107.389999,108.080002,98.456184,3169800
2016-11-02,107.870003,108.080002,107.110001,107.330002,97.772980,2957400
2016-11-03,107.419998,107.629997,106.709999,106.860001,97.344826,2096400
2016-11-04,106.889999,107.510002,106.690002,106.790001,97.281067,2805400
2016-11-07,108.410004,109.169998,108.209999,109.150002,99.430916,2527700
2016-11-08,109.010002,109.989998,108.730003,109.620003,99.859055,2074200
2016-11-09,108.769997,111.330002,108.500000,110.980003,101.097969,6482000
2016-11-10,111.589996,112.129997,110.480003,111.370003,101.453247,5083500
2016-11-11,111.000000,111.510002,110.690002,111.410004,101.489685,4005200
2016-11-14,111.779999,112.050003,111.290001,111.699997,101.753868,5234000
2016-11-15,112.040001,112.599998,111.760002,112.570000,102.546387,6037200
2016-11-16,112.370003,112.529999,112.139999,112.410004,102.400650,7113900
2016-11-17,112.529999,113.040001,112.349998,112.980003,102.919884,1874800
2016-11-18,113.050003,113.120003,112.669998,112.769997,102.728584,2298200
2016-11-21,113.120003,113.629997,112.870003,113.620003,103.502899,2493900
2016-11-22,113.879997,114.040001,113.440002,113.949997,103.803513,2673200
2016-11-23,113.720001,114.120003,113.489998,114.110001,103.949257,1818700
2016-11-25,114.349998,114.550003,114.209999,114.550003,104.350082,889800
2016-11-28,114.320000,114.410004,113.800003,113.889999,103.748856,1849800
2016-11-29,113.900002,114.349998,113.680000,114.050003,103.894608,1544200
2016-11-30,114.470001,114.550003,113.779999,113.779999,103.648643,4406200
2016-12-01,114.029999,114.029999,113.070000,113.309998,103.220490,2601100
2016-12-02,113.339996,113.669998,113.150002,113.309998,103.220490,1755900
2016-12-05,113.900002,114.370003,113.769997,114.099998,103.940132,3842900
2016-12-06,114.339996,114.709999,114.019997,114.680000,104.468521,2357100
2016-12-07,114.629997,116.190002,114.510002,116.099998,105.762077,4000000
2016-12-08,116.180000,116.849998,115.970001,116.519997,106.144669,2679400
2016-12-09,116.769997,117.150002,116.620003,117.150002,106.718567,2310200
2016-12-12,117.120003,117.349998,116.589996,116.849998,106.445282,4224500
2016-12-13,117.300003,117.790001,117.129997,117.529999,107.064743,4393900
2016-12-14,117.480003,117.730003,116.230003,116.470001,106.099121,3885400
2016-12-15,116.559998,117.529999,116.500000,116.949997,106.536385,3343100
2016-12-16,117.269997,117.379997,116.589996,116.769997,106.372421,1991600
2016-12-19,116.959999,117.320000,116.800003,117.099998,106.673027,2405700
2016-12-20,116.879997,116.930000,116.599998,116.870003,107.128601,2942400
2016-12-21,116.870003,116.919998,116.540001,116.540001,106.826103,2248600
2016-12-22,116.419998,116.510002,115.980003,116.239998,106.551117,3105800
2016-12-23,116.230003,116.419998,116.129997,116.419998,106.716103,2325800
2016-12-27,116.570000,116.989998,116.500000,116.709999,106.981941,3386800
2016-12-28,116.879997,116.930000,115.660004,115.739998,106.092766,2591000
2016-12-29,115.739998,116.029999,115.470001,115.750000,106.101959,1622700
2016-12-30,116.000000,116.000000,114.959999,115.320000,105.707779,2909900
2017-01-03,116.150002,116.550003,115.489998,116.199997,106.514442,2731600
2017-01-04,116.470001,117.190002,116.419998,117.089996,107.330246,3228700
2017-01-05,116.949997,117.089996,116.400002,116.860001,107.119431,2604000
2017-01-06,117.019997,117.519997,116.639999,117.230003,107.458611,2317600
2017-01-09,117.099998,117.139999,116.739998,116.779999,107.046089,2461400
2017-01-10,116.760002,117.360001,116.620003,116.870003,107.128601,2055300
2017-01-11,116.910004,117.239998,116.489998,117.239998,107.467743,2751800
2017-01-12,117.040001,117.040001,116.010002,116.930000,107.183601,2342300
2017-01-13,116.989998,117.400002,116.980003,117.220001,107.449425,2031800
2017-01-17,116.860001,117.059998,116.470001,116.699997,106.972771,2583600
2017-01-18,116.800003,117.000000,116.480003,116.970001,107.220268,1901700
2017-01-19,117.029999,117.139999,116.239998,116.510002,106.798599,1899300
2017-01-20,116.839996,117.230003,116.589996,116.910004,107.165268,2636100
2017-01-23,116.750000,116.970001,116.169998,116.599998,106.881104,1938900
2017-01-24,116.820000,117.739998,116.739998,117.510002,107.715256,2165400
2017-01-25,118.019997,118.559998,117.940002,118.519997,108.641052,2427800
2017-01-26,118.559998,118.620003,118.230003,118.349998,108.485229,2178500
2017-01-27,118.449997,118.480003,118.019997,118.160004,108.311066,1479500
2017-01-30,117.730003,117.800003,116.680000,117.360001,107.577751,3006100
2017-01-31,117.000000,117.459999,116.730003,117.459999,107.669426,3309700
2017-02-01,117.860001,118.040001,117.070000,117.449997,107.660240,2614500
2017-02-02,117.209999,117.720001,117.019997,117.529999,107.733589,1745200
2017-02-03,117.989998,118.519997,117.919998,118.419998,108.549393,1837600
2017-02-06,118.260002,118.410004,117.940002,118.139999,108.292747,1598800
2017-02-07,118.430000,118.529999,117.959999,118.129997,108.283585,3365700
2017-02-08,118.129997,118.320000,117.690002,118.260002,108.402748,1836000
2017-02-09,118.260002,119.209999,118.260002,119.040001,109.117729,1635300
2017-02-10,119.290001,119.699997,119.209999,119.540001,109.576042,1837800
2017-02-13,119.919998,120.330002,119.870003,120.139999,110.126030,1985500
2017-02-14,120.099998,120.629997,119.849998,120.580002,110.529358,2051200
2017-02-15,120.570000,121.349998,120.449997,121.239998,111.134354,1998200
2017-02-16,121.250000,121.370003,120.639999,121.129997,111.033516,2034600
2017-02-17,120.660004,121.309998,120.660004,121.309998,111.198509,1948400
2017-02-21,121.550003,122.129997,121.389999,122.029999,111.858498,2422800
2017-02-22,121.820000,122.029999,121.680000,121.870003,111.711838,1974000
2017-02-23,122.209999,122.230003,121.320000,121.779999,111.629318,2024900
2017-02-24,121.379997,121.989998,121.239998,121.980003,111.812660,2962900
2017-02-27,121.919998,122.360001,121.739998,122.250000,112.060158,2625100
2017-02-28,122.180000,122.180000,121.610001,121.800003,111.647667,2231800
2017-03-01,122.809998,123.730003,122.650002,123.440002,113.150986,2874400
2017-03-02,123.419998,123.419998,122.610001,122.650002,112.426811,2421400
2017-03-03,122.629997,122.800003,122.330002,122.750000,112.518471,1651200
2017-03-06,122.480003,122.480003,121.900002,122.269997,112.078484,1716200
2017-03-07,122.209999,122.290001,121.750000,121.879997,111.721008,1612500
2017-03-08,121.989998,122.180000,121.470001,121.540001,111.409332,2374200
2017-03-09,121.599998,121.889999,121.019997,121.599998,111.464333,3852800
2017-03-10,122.190002,122.250000,121.459999,122.040001,111.867676,2987300
2017-03-13,122.059998,122.160004,121.860001,122.129997,111.950165,2003900
2017-03-14,121.870003,121.870003,121.239998,121.690002,111.546829,2269500
2017-03-15,121.980003,123.040001,121.889999,122.790001,112.555161,1892200
2017-03-16,122.959999,123.000000,122.430000,122.639999,112.417633,2050100
2017-03-17,122.839996,122.879997,122.449997,122.570000,112.353477,1974000
2017-03-20,122.510002,122.620003,122.070000,122.279999,112.087654,3239900
2017-03-21,122.690002,122.720001,120.440002,120.570000,110.520203,3355100
2017-03-22,120.480003,120.910004,120.099998,120.730003,110.666855,2896300
2017-03-23,120.660004,121.389999,120.470001,120.690002,110.630203,2257100
2017-03-24,120.419998,120.739998,119.660004,120.160004,110.641273,2305400
2017-03-27,119.180000,120.190002,118.889999,120.019997,110.512329,2927700
2017-03-28,119.959999,121.139999,119.779999,120.860001,111.285789,2699200
2017-03-29,120.879997,121.230003,120.580002,121.080002,111.488350,3196500
2017-03-30,121.139999,121.620003,120.989998,121.529999,111.902710,2076900
2017-03-31,121.419998,121.720001,121.260002,121.320000,111.709343,1815900
2017-04-03,121.449997,121.500000,120.330002,121.019997,111.433128,3103100
2017-04-04,120.889999,121.110001,120.639999,121.080002,111.488350,2462600
2017-04-05,121.489998,122.019997,120.440002,120.589996,111.037170,3905800
2017-04-06,120.690002,121.260002,120.379997,120.970001,111.387070,2056100
2017-04-07,120.839996,121.290001,120.589996,120.879997,111.304192,1997000
2017-04-10,121.040001,121.510002,120.699997,121.029999,111.442314,1669500
2017-04-11,120.870003,121.000000,120.059998,120.989998,111.405495,2895500
2017-04-12,120.879997,120.989998,120.230003,120.370003,110.834610,1967200
2017-04-13,120.150002,120.559998,119.550003,119.550003,110.079559,2852200
2017-04-17,119.879997,120.610001,119.680000,120.589996,111.037170,3198700
2017-04-18,120.199997,120.570000,119.849998,120.330002,110.797760,1865800
2017-04-19,120.720001,120.919998,120.080002,120.230003,110.705696,1806900
2017-04-20,120.589996,121.430000,120.370003,121.220001,111.617264,1783400
2017-04-21,121.209999,121.209999,120.610001,120.830002,111.258163,2006500
2017-04-24,122.169998,122.279999,121.879997,122.110001,112.436768,2178800
2017-04-25,122.559998,123.089996,122.519997,122.870003,113.136559,2145200
2017-04-26,122.900002,123.449997,122.849998,122.900002,113.164177,3080100
2017-04-27,123.120003,123.209999,122.690002,123.019997,113.274681,1868200
2017-04-28,123.160004,123.209999,122.550003,122.610001,112.897148,1795800
2017-05-01,122.930000,123.190002,122.620003,122.930000,113.191803,1983100
2017-05-02,123.089996,123.250000,122.699997,122.930000,113.191803,1756900
2017-05-03,122.589996,122.779999,122.279999,122.629997,112.915573,3691000
2017-05-04,122.830002,122.830002,122.160004,122.720001,112.998444,1564300
2017-05-05,122.949997,123.330002,122.680000,123.330002,113.560127,2057700
2017-05-08,123.360001,123.449997,122.900002,123.139999,113.385170,2150900
2017-05-09,123.360001,123.430000,122.849998,123.099998,113.348328,1846200
2017-05-10,123.089996,123.379997,122.930000,123.370003,113.596962,1468500
2017-05-11,123.019997,123.129997,122.330002,123.010002,113.265457,1499600
2017-05-12,122.910004,122.910004,122.599998,122.769997,113.044464,1235300
2017-05-15,123.070000,123.589996,123.040001,123.430000,113.652191,3097000
2017-05-16,123.629997,123.650002,123.070000,123.360001,113.587738,2128400
2017-05-17,122.309998,122.559998,121.070000,121.139999,111.543610,3703500
2017-05-18,120.940002,122.019997,120.849998,121.500000,111.875099,2883400
2017-05-19,121.910004,122.769997,121.820000,122.370003,112.676178,2144200
2017-05-22,122.669998,123.099998,122.639999,123.019997,113.274681,1810100
2017-05-23,123.250000,123.389999,122.949997,123.230003,113.468048,1796600
2017-05-24,123.440002,123.660004,123.230003,123.589996,113.799538,1552200
2017-05-25,123.900002,124.269997,123.790001,124.110001,114.278336,1492300
2017-05-26,124.000000,124.150002,123.930000,124.089996,114.259903,1320800
2017-05-30,123.870003,124.059998,123.709999,123.889999,114.075768,1348300
2017-05-31,124.010002,124.089996,123.309998,123.849998,114.038918,2043800
2017-06-01,124.169998,125.000000,123.959999,125.000000,115.097832,1926700
2017-06-02,125.089996,125.580002,124.870003,125.410004,115.475349,2839300
2017-06-05,125.419998,125.500000,125.220001,125.250000,115.328018,1494200
2017-06-06,124.959999,125.290001,124.779999,124.930000,115.033363,2985200
2017-06-07,125.120003,125.239998,124.680000,125.070000,115.162292,1253300
2017-06-08,125.120003,125.529999,124.879997,125.290001,115.364845,1826700
2017-06-09,125.480003,126.019997,124.449997,125.190002,115.272781,2585600
2017-06-12,125.059998,125.199997,124.629997,125.169998,115.254349,1973500
2017-06-13,125.519997,125.839996,125.320000,125.790001,115.825241,1567400
2017-06-14,126.000000,126.019997,125.099998,125.610001,115.659500,2584300
2017-06-15,124.769997,125.349998,124.629997,125.330002,115.401688,2483500
2017-06-16,125.419998,125.529999,124.739998,125.250000,115.328018,2018000
2017-06-19,125.669998,126.349998,125.669998,126.269997,116.267204,1816100
2017-06-20,126.160004,126.169998,125.400002,125.410004,115.475349,1359500
2017-06-21,125.110001,125.199997,124.510002,124.690002,115.341225,3364600
2017-06-22,124.779999,125.080002,124.589996,124.739998,115.387466,1639300
2017-06-23,124.809998,125.190002,124.580002,125.050003,115.674240,1829300
2017-06-26,125.449997,125.690002,124.949997,125.139999,115.757477,2605600
2017-06-27,125.089996,125.230003,124.099998,124.110001,114.804710,2386300
2017-06-28,124.769997,125.410004,124.589996,125.279999,115.886978,2444400
2017-06-29,125.459999,125.480003,123.480003,124.279999,114.961952,2354500
2017-06-30,124.760002,124.900002,124.300003,124.449997,115.119217,1910000
2017-07-03,124.989998,125.300003,124.750000,124.750000,115.396713,1645700
2017-07-05,124.980003,125.019997,124.389999,124.889999,115.526222,2167500
2017-07-06,124.440002,124.550003,123.559998,123.660004,114.388466,1881800
2017-07-07,123.959999,124.620003,123.900002,124.519997,115.183968,1709700
2017-07-10,124.500000,124.830002,124.360001,124.610001,115.267227,1404700
2017-07-11,124.529999,124.730003,123.830002,124.580002,115.239464,1560200
2017-07-12,125.199997,125.629997,125.099998,125.470001,116.062737,1993100
2017-07-13,125.559998,125.760002,125.309998,125.669998,116.247749,1514100
2017-07-14,125.769997,126.500000,125.650002,126.230003,116.765755,1410900
2017-07-17,126.279999,126.449997,126.120003,126.230003,116.765755,1798400
2017-07-18,126.110001,126.330002,125.779999,126.309998,116.839767,2010000
2017-07-19,126.510002,127.050003,126.510002,127.040001,117.515022,1276400
2017-07-20,127.279999,127.279999,126.800003,127.120003,117.589027,1463800
2017-07-21,126.809998,126.989998,126.639999,126.949997,117.431778,1819500
2017-07-24,126.910004,127.059998,126.690002,126.959999,117.441017,4897700
